gene_id	gene_name	log2FoldChange	log2CPM	baseMean	description
LOC101287537	SHBG	-3.3	1.44	10.01	sex hormone binding globulin
LOC101277405	CFAP69	-3.2	2.73	19.44	cilia and flagella associated protein 69
LOC101276962	AP3B2	-2.22	3.9	53.19	adaptor related protein complex 3 subunit beta 2
TASL	TASL	-4.57	0.49	4.77	TLR adaptor interacting with endolysosomal SLC15A4
LOC101274976	FAM83H	1.98	6.98	322.16	family with sequence similarity 83 member H
LOC101281190	ALX1	-4.8	1.16	6.64	ALX homeobox 1
LOC101287127	CCDC181	-3.41	2.16	13.5	coiled-coil domain containing 181
LOC101270219	RAB3C	-3.75	2.29	29.14	RAB3C, member RAS oncogene family
LOC101287051	LOC101287051	-6.19	1.53	12.03	sal-like protein 4
LOC117197709	FAM200B	-3.2	2.04	13.58	family with sequence similarity 200 member B
LOC101272945	SPDL1	-2.64	3.22	29.45	spindle apparatus coiled-coil protein 1
LOC125961810	LOC125961810	-4.77	2.72	32.08	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
LOC101279621	SPATC1	-3.59	1.1	7.14	spermatogenesis and centriole associated 1
LOC101280860	CMTM2	-3.49	1.97	13.36	CKLF like MARVEL transmembrane domain containing 2
LOC101275871	SLC7A5	1.82	6.17	219.68	solute carrier family 7 member 5
LOC101280888	GTDC1	-1.83	4.87	93.39	glycosyltransferase like domain containing 1
LOC101286458	LOC101286458	-7.22	0.92	6.67	PRAME family member 15-like
LOC101281973	BHMT2	-4.49	2.07	15.2	betaine--homocysteine S-methyltransferase 2
LOC101284309	CES5A	-3.78	2.25	15.75	carboxylesterase 5A
LOC101276490	LOC101276490	-3.64	3.64	695.56	protein Abitram-like
LOC101276243	ERN2	-5.14	2.16	16.99	endoplasmic reticulum to nucleus signaling 2
LOC101288856	LMX1A	-3.93	2.59	21.54	LIM homeobox transcription factor 1 alpha
LOC101279821	SLC38A4	-4	1.69	11.01	solute carrier family 38 member 4
LOC101272821	DPP4	-1.76	4.77	89.69	dipeptidyl peptidase 4
LOC101288162	DGCR2	1.72	6.82	401.78	DiGeorge syndrome critical region gene 2
LOC101269522	TFPI2	-3.05	2.24	15.24	tissue factor pathway inhibitor 2
LOC101272805	BCAR3	2.49	6.51	272.59	BCAR3 adaptor protein, NSP family member
LOC101277875	KLHDC8A	-3.64	1.67	10.95	kelch domain containing 8A
LOC105748188	LOC105748188	-3.4	1.81	12.67	probable ATP-dependent RNA helicase DDX5
LOC101275891	SRCIN1	-2.08	5.09	96.48	SRC kinase signaling inhibitor 1
LOC101279572	BASP1	-2.63	3.07	29.4	brain abundant membrane attached signal protein 1
LOC101272369	EPB41L3	-3.47	2.82	24.13	erythrocyte membrane protein band 4.1 like 3
LOC101277533	LOC101277533	-5	0.94	6.29	cytochrome P450 26A1
RTL10	RTL10	1.67	4.18	61.95	retrotransposon Gag like 10
LOC101285909	RAB13	-1.74	6.13	209.34	RAB13, member RAS oncogene family
LOC117197693	LOC117197693	-4.69	2.53	20.14	39S ribosomal protein L32, mitochondrial-like
LOC101287445	OGN	-1.93	5.22	128.52	osteoglycin
LOC101287859	SDCCAG8	-1.73	4.58	76.51	SHH signaling and ciliogenesis regulator SDCCAG8
LOC125961455	LOC125961455	-4.42	0.86	6.54	uncharacterized LOC125961455
LOC117195363	SPTSSB	-3.66	2.38	17.89	serine palmitoyltransferase small subunit B
LOC101285471	NEK10	-2.62	2.94	26.56	NIMA related kinase 10
LOC101283473	PAX8	-3.09	2.73	22.8	paired box 8
LOC101287176	GPR68	-3.13	4.21	61.36	G protein-coupled receptor 68
LOC101277055	RFC3	-2.41	4.3	64.07	replication factor C subunit 3
LOC101276354	ESF1	-1.56	5.15	106.85	ESF1 nucleolar pre-rRNA processing protein homolog
LOC101289336	VPREB3	-4.46	2.58	20.93	V-set pre-B cell surrogate light chain 3
LOC101279483	INHBB	2.71	4.84	96.04	inhibin subunit beta B
C11H12orf56	C11H12orf56	-4.07	2.19	15.15	chromosome 11 C12orf56 homolog
LOC101279435	DDX53	-6	0.69	5.62	DEAD-box helicase 53
LOC101290465	DRD2	-3.94	1.87	12.77	dopamine receptor D2
LOC101276098	LOC101276098	-2.8	4.02	53.81	calreticulin-like
LOC125964565	LOC125964565	-6.72	0.34	5.88	olfactory receptor 10T2-like
LOC101274509	TMEM212	-3.52	3.85	49.56	transmembrane protein 212
LOC101284786	BST1	-2.2	4.89	96.85	bone marrow stromal cell antigen 1
LOC101289365	NRL	-5.65	0.94	7	neural retina leucine zipper
LOC101286812	C1QL2	-6.85	0.56	5.5	complement C1q like 2
LOC101269417	TMCO6	1.47	5.4	117.71	transmembrane and coiled-coil domains 6
LOC101283637	FRMD7	-4.23	2.34	18.19	FERM domain containing 7
LOC101273887	POMGNT2	2.07	3.73	41.56	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
LOC101281850	RIBC2	-4.92	0.47	4.5	RIB43A domain with coiled-coils 2
LOC101284556	MAVS	1.36	4.94	97.55	mitochondrial antiviral signaling protein
LOC101282087	RPGRIP1	-2.18	3.46	28.18	RPGR interacting protein 1
LOC101283672	TMEM215	-3.85	3.01	29.39	transmembrane protein 215
LOC101287516	LOC101287516	-4.76	1.36	8.52	nuclear RNA export factor 2-like
LOC125961695	LOC125961695	-6.31	2.75	26.35	dipeptidase 2-like
LOC101279380	ABCC2	-3.47	2.94	26.64	ATP binding cassette subfamily C member 2
LOC101269950	IGF1	-2.05	5.96	141.05	insulin like growth factor 1
LOC101269194	KCNK9	-4.37	3.6	42.84	potassium two pore domain channel subfamily K member 9
LOC101272772	BHLHE22	-3.5	1.95	13.23	basic helix-loop-helix family member e22
LOC125965456	LOC125965456	-5.84	1	7.35	protein pitchfork-like
LOC101281938	SHISA2	-4.97	0.79	6.44	shisa family member 2
SNORC	SNORC	-3.47	3.65	451.48	secondary ossification center associated regulator of chondrocyte maturation
LOC101278702	A1CF	-5.4	0.92	6.54	APOBEC1 complementation factor
LOC101287996	MOBP	-7.36	3.94	52.88	myelin associated oligodendrocyte basic protein
LOC125965108	LOC125965108	-6.36	0.14	3.44	collagen alpha-1(III) chain-like
LOC101276241	LOC101276241	-2.81	2.56	19.35	zinc finger matrin-type protein 2-like
LOC101284507	STMND1	-5.93	0.78	5.71	stathmin domain containing 1
LOC105748108	SMIM23	-6.27	0.54	5.67	small integral membrane protein 23
TRMT9B	TRMT9B	-3.44	3.79	38.04	tRNA methyltransferase 9B (putative)
LOC101283136	LOC101283136	-3.99	1.37	8.74	T-lymphocyte surface antigen Ly-9-like
LOC101289596	CCDC111	-1.9	3.43	29.72	primase and DNA directed polymerase
LOC101286850	CCDC96	-2.11	3.14	25.91	coiled-coil domain containing 96
LOC105748014	MEI4	-5.72	0.64	7	meiotic double-stranded break formation protein 4
LOC101285311	SLC3A2	1.53	7.29	437.84	solute carrier family 3 member 2
LOC101289943	KCNIP4	-5.76	1.48	10.88	potassium voltage-gated channel interacting protein 4
LOC101274645	LOC101274645	-2.45	2.69	29.63	amine sulfotransferase-like
LOC105748936	ANTXRL	-5.5	1.57	10.93	ANTXR like
LOC101280945	SLC28A2	-2.3	2.96	25.97	solute carrier family 28 member 2
LOC101282297	GUCY2D	-2.59	2.57	17.26	guanylate cyclase 2D, retinal
LOC117202427	CSNKA2IP	-4.46	2.2	17.3	casein kinase 2 subunit alpha' interacting protein
LOC101284491	FAM163A	-4.65	2.03	14.89	family with sequence similarity 163 member A
LOC117198667	LOC117198667	-2.79	6.66	1139	uncharacterized LOC117198667
LOC101285479	TMEM116	-2.07	4.83	73.48	transmembrane protein 116
LOC101282407	CTNND2	-2.72	3.55	33.63	catenin delta 2
LOC101288935	ADIPOR2	2.23	7.88	897.74	adiponectin receptor 2
LOC101270923	RTN4	1.42	7.35	515.44	reticulon 4
LOC101278509	SAG	-3.25	2.74	23.99	S-antigen visual arrestin
LOC101290019	UBOX5	1.51	4.93	96.06	U-box domain containing 5
LOC101272274	FABP4	2.43	7.27	427.71	fatty acid-binding protein, adipocyte
LOC117201784	LOC117201784	-2.11	4.42	80.56	zinc finger protein 689-like
NKY04_mgp10	COII	-2.06	11.77	11483.56	NA
LOC101277002	PRKCB	-3.03	3.05	25.62	protein kinase C beta
LOC101277655	PRLHR	-4.01	2.25	16.72	prolactin releasing hormone receptor
LOC101275695	RNASE1	1.88	5.64	145.61	ribonuclease A family member 1, pancreatic
LOC101286256	HOXA5	1.64	4.28	51.65	homeobox A5
LOC101287089	LOC101287089	-3.23	1.64	20.57	zinc finger and SCAN domain-containing protein 2
LOC101278794	SLC29A1	1.92	5.99	183.63	solute carrier family 29 member 1 (Augustine blood group)
LOC101279257	IGF2BP3	-4.48	1.04	5.82	insulin like growth factor 2 mRNA binding protein 3
LOC101282245	L3MBTL4	-3.01	2.27	15.77	L3MBTL histone methyl-lysine binding protein 4
LOC125965244	LOC125965244	-4.22	3.3	28.42	leucine-rich repeat-containing protein 37A-like
LOC101274647	FAM229B	-2.76	3.32	33.63	family with sequence similarity 229 member B
LOC101287294	HOXA9	1.6	4.92	85.11	homeobox A9
LOC101288283	OMD	-2.68	3.16	31.26	osteomodulin
LOC101273411	PPP4R4	-3.97	1.81	13.08	protein phosphatase 4 regulatory subunit 4
LOC101276884	CDC25C	-3.52	2.55	19.67	cell division cycle 25C
LOC101289505	MUC13	-3.52	2.47	21.33	mucin 13, cell surface associated
LOC101281040	PLPPR4	-3.45	2.39	18.41	phospholipid phosphatase related 4
LOC101276929	SLC17A8	-2.05	4.28	63.44	solute carrier family 17 member 8
LOC101289650	OMA1	-2.34	4.71	175.43	OMA1 zinc metallopeptidase
LOC105748413	LOC105748413	-2.77	5.27	150.23	putative UPF0607 protein ENSP00000382826
LOC101275528	LIPC	-3.9	1.81	14.27	lipase C, hepatic type
LOC101282878	WDR87	-2.19	3.63	39.92	WD repeat domain 87
LOC101287671	TMEM134	1.83	3.96	42.2	transmembrane protein 134
LOC101278152	TREM2	-3.05	9	5259.13	triggering receptor expressed on myeloid cells 2
LOC101280763	GALNT9	-5.37	1.27	8.8	polypeptide N-acetylgalactosaminyltransferase 9
LOC101281063	HES7	-6.66	0.38	6.21	hes family bHLH transcription factor 7
LOC101285554	GRIN2B	-3.73	2.46	18.1	glutamate ionotropic receptor NMDA type subunit 2B
LOC101287491	RBMXL2	-2.94	2.75	22.41	RBMX like 2
TAFA3	TAFA3	-2.88	2.78	23.06	TAFA chemokine like family member 3
LOC101274847	ALDH1A2	-3.74	2	13.05	aldehyde dehydrogenase 1 family member A2
LOC101281087	PAX7	-3.05	2.36	20.65	paired box 7
LOC125961752	LOC125961752	-4.81	0.5	4.76	XK related 4
LOC101283519	ARPP21	-2.95	2.87	24.74	cAMP regulated phosphoprotein 21
NKY04_mgp03	ND5	-1.95	12.68	13565.84	NA
LOC101278050	LY75	-1.95	3.88	46.16	CD302 antigen
LOC101290030	DPYSL5	-3.38	2.14	13.74	dihydropyrimidinase like 5
LOC117196860	VSIG10L2	-4.77	1.59	10.32	V-set and immunoglobulin domain containing 10 like 2
LOC101286799	LOC101286799	-4.13	1.69	15.12	centrosomal protein of 78 kDa-like
LOC101280988	CAV2	2.04	5.65	142.83	caveolin 2
LOC101279119	CACNG7	-6.35	0.29	3.23	calcium voltage-gated channel auxiliary subunit gamma 7
LOC101286121	LOC101286121	-4.12	1.06	6.84	frataxin, mitochondrial-like
LOC101271495	ARTN	-3.71	2.12	14.39	artemin
LOC101271875	LOC101271875	-3.44	2.2	15.92	short transient receptor potential channel 2-like
LOC101281322	GJC3	-3	1.22	7.36	gap junction protein gamma 3
LOC101287377	NLRC4	-2.67	5.36	270.88	NLR family CARD domain containing 4
LOC101286880	VSX1	-5.44	0.78	6.34	visual system homeobox 1
LOC101284093	DSC1	-3.4	1.65	9.03	desmocollin-1
LOC101285395	DCDC1	-3.82	1.86	12.77	doublecortin domain-containing protein 1
LOC101270925	LOC101270925	-7.31	0.81	7.89	melanoma-associated antigen B18-like
LOC125960891	LOC125960891	-3.96	2.62	102.12	uncharacterized LOC125960891
LOC101278404	RAB19	-3.73	1.08	6.31	RAB19, member RAS oncogene family
LOC101270299	PTGS2	-3.25	2.21	15.08	prostaglandin-endoperoxide synthase 2
LOC101277018	BIN2	-3.32	2.38	17.25	bridging integrator 2
LOC101284627	ZFAND4	-2.79	2.99	18.47	zinc finger AN1-type containing 4
LOC101289367	SCN3A	-3.31	3.08	28.91	sodium channel protein type 3 subunit alpha
LOC101280228	CLEC2L	-3.56	2.68	22.39	C-type lectin domain family 2 member L
LOC101271971	KRT222	-6.17	1.34	8.85	keratin 222
LOC101283683	PNPLA2	2.28	8.71	1226.81	patatin like phospholipase domain containing 2
LOC101277224	FNTB	-3.4	11.09	34023.69	farnesyltransferase, CAAX box, beta
LOC101287169	LOC101287169	-4.64	0.39	5.18	60S ribosomal protein L13-like
LOC101289103	GRIA1	-3.19	3.15	25.65	glutamate ionotropic receptor AMPA type subunit 1
LOC101286138	CNGA3	-3.41	2.57	17.28	cyclic nucleotide gated channel subunit alpha 3
LOC105748753	LOC105748753	-3.21	2.09	15.84	pre-mRNA-splicing factor 38B-like
LOC101280875	ANO5	-2.33	3.2	27.57	anoctamin 5
LOC101272048	CXCR1	-4.99	0.47	4.48	C-X-C chemokine receptor type 2
LOC117197549	LOC117197549	-4.47	1.47	10.15	uncharacterized LOC117197549
LOC101285202	CCDC148	-2.86	2.16	16.42	coiled-coil domain containing 148
LOC101282290	CELF3	-3.42	2.05	13.79	CUGBP Elav-like family member 3
LOC101279375	ZNF391	-3.12	3.1	29.95	zinc finger protein 391
LOC117197594	LOC117197594	-5.23	0.69	5	uncharacterized LOC117197594
LOC101285778	LOC101285778	-2.88	3.84	47.59	WD repeat, SAM and U-box domain-containing protein 1-like
LOC101286469	LOC101286469	-4.81	1.04	8.37	germ cell-less protein-like 1
LOC101279841	CBY1	-2.35	3.9	49.75	chibby family member 1, beta catenin antagonist
LOC101270766	CD164L2	3.31	3.8	39.69	CD164 molecule like 2
LOC101276488	LOC101276488	-6.14	-0.01	4.02	melanoma-associated antigen B4-like
LOC101287578	PDCD1LG2	-2.17	5.82	206.5	programmed cell death 1 ligand 2
LOC101275785	NPAS4	-5.31	1.36	9.56	neuronal PAS domain protein 4
LOC101270159	PHYHIPL	-5.97	3.43	38.28	phytanoyl-CoA 2-hydroxylase interacting protein like
LOC101269982	RAB11B	1.4	4.75	78.01	RAB11B, member RAS oncogene family
LOC101277029	GLI1	-3.12	2.66	20.88	GLI family zinc finger 1
LOC101279288	HOXD10	-2.82	3.24	31.89	homeobox D10
LOC101286479	UTS2B	-5.67	1.75	12.62	urotensin 2B
LOC101274075	FITM1	-4.33	0.49	4.28	fat storage inducing transmembrane protein 1
LOC101272965	SUN2	1.76	8.34	873.4	Sad1 and UNC84 domain containing 2
LOC101284418	CMBL	-2.57	2.66	20.43	carboxymethylenebutenolidase homolog
C10H6orf132	C10H6orf132	2.02	5.96	172.77	chromosome 10 C6orf132 homolog
LOC101276472	KLHL10	-4.22	1.39	9.05	kelch like family member 10
LOC101272697	SNAP25	-4.12	2.14	13.6	synaptosome associated protein 25
LOC101284821	TNFSF8	-4.71	1.78	13.04	TNF superfamily member 8
LOC101278294	LOC101278294	-4.08	2.25	19.22	rho GTPase-activating protein 20-like
LOC117202641	CCDC153	-5.11	1.09	8.42	coiled-coil domain containing 153
LOC101272213	SYT16	-2.5	3.53	46.25	synaptotagmin 16
LOC101278170	SMUG1	1.6	5.04	102.36	single-strand-selective monofunctional uracil-DNA glycosylase 1
LOC101288067	KIAA0319	-3.02	2.4	17.08	KIAA0319 ortholog
LOC101285497	LOC101285497	-4.09	1.86	12.98	nucleosome assembly protein 1-like 2
LOC101278160	FAM205A	-3	3.58	40.54	protein FAM205A
LOC101284263	FZD10	-3.57	1.31	9.12	frizzled class receptor 10
LOC101278925	KDELR3	-1.83	6.15	215.08	KDEL endoplasmic reticulum protein retention receptor 3
LOC101278870	ZNF804B	-4.92	2.21	16.12	zinc finger protein 804B
LOC101288393	PLXNC1	-2.17	3.75	41.2	plexin C1
LOC101284419	MCIDAS	-6.74	0.59	4.46	multiciliate differentiation and DNA synthesis associated cell cycle protein
LOC101275008	UNC5B	1.77	5.73	160.29	unc-5 netrin receptor B
LOC101276506	EPHB4	1.85	6.62	312.37	EPH receptor B4
LOC101277423	CACNG3	-5.71	2.08	14.28	calcium voltage-gated channel auxiliary subunit gamma 3
LOC105748649	LOC105748649	-3.29	2.88	26.87	olfactory receptor 2J3-like
LOC101273940	LOC101273940	-4.68	1.01	10.5	high mobility group protein B1-like
LOC101273257	SLC2A4	3.11	4.02	48.99	solute carrier family 2 member 4
LOC101274920	STRIP2	-1.85	4.05	42.85	striatin interacting protein 2
LOC117195675	LOC117195675	-5.54	0.74	5.62	cytochrome P450 4F2-like
LOC101278220	LHX9	-5.17	1.58	10.65	LIM homeobox 9
LOC101271842	LHX2	-3.46	1.22	7.8	LIM homeobox 2
LOC101283129	LOC101283129	-5.03	1.47	11.67	acidic leucine-rich nuclear phosphoprotein 32 family member B-like
LOC125961447	LOC125961447	-3.51	1.3	7.59	uncharacterized LOC125961447
LOC101283944	SAMD15	-3.87	2.37	17.54	sterile alpha motif domain containing 15
LOC101282390	LOC101282390	-3.79	1.32	8.46	40S ribosomal protein S26-like
LOC101280291	AP3S1	-1.85	7.95	486.77	adaptor related protein complex 3 subunit sigma 1
LOC101277448	NOTUM	-2.99	2.19	14.4	notum, palmitoleoyl-protein carboxylesterase
LOC101279002	CHRDL2	-5.6	1.36	12.92	chordin like 2
LOC101278428	IGSF11	-3.05	2.16	14.06	immunoglobulin superfamily member 11
LOC117203915	LOC117203915	-2.66	1.94	12.8	glycoprotein Xg-like
LOC101288476	OTOR	-2.73	3.93	52.18	otoraplin
LOC101274418	ATP6AP1	1.37	4.94	88.4	ATPase H+ transporting accessory protein 1
SEPTIN3	SEPTIN3	-3.56	2.22	16.32	septin 3
LOC101287633	SELL	-4.05	1.72	13.33	selectin L
LOC101281710	LOC101281710	-2.32	2.94	24.35	hyaluronan synthase 2
LOC101279713	MDGA2	-2.77	2.44	17.7	MAM domain containing glycosylphosphatidylinositol anchor 2
LOC101274651	GPR83	-3.72	2.08	16.77	G protein-coupled receptor 83
LOC101286351	FKBP7	-1.6	4.61	70.04	FKBP prolyl isomerase 7
LOC101280733	LRFN2	-4.54	1.38	9.77	leucine rich repeat and fibronectin type III domain containing 2
LOC101276198	AKAP3	-3	2.13	13.87	A-kinase anchoring protein 3
LOC105748807	CD22	-3.88	2.25	13.23	CD22 molecule
LOC101290107	FBXL6	1.63	4.56	64.67	F-box and leucine rich repeat protein 6
LOC117198242	DMKN	2.4	6.58	260.93	dermokine
NKY04_mgp04	ND4	-1.77	12.15	12577.98	NA
LOC101271144	AKNAD1	-2.71	2.22	14.66	AKNA domain containing 1
LOC101286596	F8A3	5.05	2.19	11.12	40-kDa huntingtin-associated protein
LOC117203972	LOC117203972	-2.22	3.18	30.13	uncharacterized LOC117203972
LOC101283803	RAB25	4.34	4.3	49.1	RAB25, member RAS oncogene family
LOC101284529	USP50	-2.95	1.46	9.8	ubiquitin specific peptidase 50
LOC101285352	ST8SIA2	-4.17	1.73	15.93	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
LOC101289131	LOC101289131	-2.92	3.9	51.12	60S ribosomal protein L7-like 1
LOC101289487	NRSN1	-5.28	0.75	6.68	neurensin 1
LOC101286590	ASB4	-2.84	4.41	64.16	ankyrin repeat and SOCS box containing 4
LOC101269556	ANKK1	2.52	4.22	55.91	ankyrin repeat and kinase domain containing 1
LOC101279826	NKAP	1.43	4.38	55.93	NFKB activating protein
LOC101284435	GRAP2	-3.16	1.91	14.47	GRB2 related adaptor protein 2
LOC101276790	TSPO	1.54	6.42	252.16	translocator protein
LOC101275460	MUC5B	-2.5	4.11	62.56	mucin 5B, oligomeric mucus/gel-forming
LOC101279648	RNASE8	-2.67	2.05	13.91	ribonuclease 8
LOC101275213	UBA1	1.37	7.53	526.85	ubiquitin like modifier activating enzyme 1
LOC101282000	NLRP3	-2.94	2.78	20.8	NLR family pyrin domain containing 3
LOC101279675	CPS1	-2.67	3.79	45.09	carbamoyl-phosphate synthase 1
ODAPH	ODAPH	-4.13	0.86	6.06	odontogenesis associated phosphoprotein
LOC101277262	LOC101277262	-2.51	2.83	24.23	protein tyrosine phosphatase type IVA 1-like
LOC101290083	CEP152	-2.02	4.97	89.23	centrosomal protein 152
LOC101277772	CD81	1.34	7.02	380.88	CD81 molecule
LOC101281285	DIRAS3	-2.23	2.42	15.04	DIRAS family GTPase 3
LOC101269835	LOC101269835	-3.91	0.53	4.37	non-histone chromosomal protein HMG-14-like
LOC101284515	COMT	1.66	4.49	62.75	catechol-O-methyltransferase
LOC101284229	SHANK1	-3.05	3.31	32.7	SH3 and multiple ankyrin repeat domains 1
LOC101282628	NXPH2	-6.04	0.35	3.61	neurexophilin 2
LOC105747740	LOC105747740	-4.35	1.38	20.83	zinc finger protein 836-like
LOC101274030	CD200	-4.06	1.81	13.54	CD200 molecule
LOC101275931	PXMP4	1.68	5.05	107.76	peroxisomal membrane protein 4
LOC101282550	LOC101282550	-3.17	1.89	11.26	zinc finger protein 594
LOC101269581	NTM	-3.25	1.63	10.52	neurotrimin
LOC101273942	CAMKV	-3.61	1.67	10.34	CaM kinase like vesicle associated
LOC101280375	HCN1	-3.6	2.08	14.26	hyperpolarization activated cyclic nucleotide gated potassium channel 1
LOC101278441	FAM184B	-2.54	2.93	24.95	family with sequence similarity 184 member B
LOC101269332	LOC101269332	1.56	5.35	122.14	AFG3-like protein 1
GARIN5A	GARIN5A	-3.72	1.5	11.07	golgi associated RAB2 interactor 5A
LOC101279765	TRIM17	-5.61	0.99	6.65	tripartite motif containing 17
LOC101273683	TMEM129	1.71	4.92	87.93	transmembrane protein 129, E3 ubiquitin ligase
LOC101287610	PIAS3	1.55	5.14	110.81	protein inhibitor of activated STAT 3
LOC101278120	NRCAM	-1.93	4.01	45.96	neuronal cell adhesion molecule
LOC117201633	LOC117201633	-2.01	4.33	66.17	alpha/beta hydrolase domain-containing protein 17B-like
LOC101272648	CCR9	-5.41	0.48	6.39	C-C motif chemokine receptor 9
CRACD	CRACD	-2.16	3.98	58.03	capping protein inhibiting regulator of actin dynamics
LOC101285487	CNPPD1	1.6	4.77	92.05	cyclin Pas1/PHO80 domain containing 1
LOC101274403	ADAM15	1.6	6.93	356.45	ADAM metallopeptidase domain 15
LOC101271628	CHRNA10	-3.08	2.05	17.83	cholinergic receptor nicotinic alpha 10 subunit
LOC101285882	LOC101285882	-3.32	1.44	8.56	protocadherin beta-17-like
LOC101285941	LOC101285941	-3.28	2.01	13.45	nucleolar and coiled-body phosphoprotein 1-like
LOC101280516	LOC101280516	-5.88	1.43	10.01	NADH-cytochrome b5 reductase 2
LOC101279334	TPPP3	1.75	5.5	133.59	zinc finger DHHC-type containing 1
LOC117199727	ZBED1	1.42	4.78	78.44	zinc finger BED-type containing 1
LOC101273469	LOC101273469	-2.46	2.13	19.38	60S acidic ribosomal protein P1-like
LOC101281783	IL6	-4.74	0.71	5.38	interleukin 6
LOC101284099	SYNGR2	1.4	6.55	258.21	synaptogyrin 2
LOC101287667	BMPR1B	-1.89	3.8	38.53	bone morphogenetic protein receptor type 1B
LOC101289283	DAW1	-2.91	2.26	18.38	dynein assembly factor with WD repeats 1
LOC101282535	LOC101282535	-4.23	1.42	9.04	alcohol dehydrogenase class-3-like
LOC101285857	VASP	1.55	6.1	200.17	vasodilator stimulated phosphoprotein
LOC101273347	RANBP3L	-2.83	1.78	11.12	RAN binding protein 3 like
LOC101286248	LOC101286248	1.38	6.33	234.71	cytochrome b-c1 complex subunit 1, mitochondrial
LOC101270104	VSIG8	2.65	5.63	140	V-set and immunoglobulin domain containing 8
LOC101286035	TPTE2	-2.96	3.69	43.39	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2
LOC105748582	LOC105748582	-4.62	0.94	7.03	putative protein FAM90A2P
LOC101276792	PKD1L2	-3.26	5.32	255.49	polycystin 1 like 2
LOC101273371	EHD2	1.81	7.86	677.02	EH domain containing 2
LOC125963465	LOC125963465	-5.13	0.43	3.5	cholinergic receptor nicotinic beta 4 subunit
LOC101281370	WFS1	1.66	5.97	181.51	wolframin ER transmembrane glycoprotein
LOC101272544	CDX1	-3.58	0.8	5.19	caudal type homeobox 1
LOC101280846	LOC101280846	-3.48	2.12	14.36	elongation factor 1-alpha 1-like
LOC101288054	ANKDD1B	-3.28	1.5	9.79	ankyrin repeat and death domain containing 1B
LOC101277143	MFSD4A	1.51	4.66	71.88	major facilitator superfamily domain containing 4A
LOC101272824	CEBPA	1.92	6.76	332.12	CCAAT enhancer binding protein alpha
LOC101269604	EFCAB2	-2.25	4.9	99.46	EF-hand calcium binding domain 2
LOC101278964	HMGA1	2.17	5.3	112.07	high mobility group AT-hook 1
LOC101279859	TRHR	-2.35	2.91	29.43	thyrotropin releasing hormone receptor
LOC101289137	AFF2	-2.36	4.52	68.8	ALF transcription elongation factor 2
PRXL2A	PRXL2A	1.7	6.29	228.24	peroxiredoxin like 2A
LOC101275657	ZBTB7B	1.64	6.56	311.14	zinc finger and BTB domain containing 7B
LOC101269908	IRF2BPL	1.62	6.66	293.33	interferon regulatory factor 2 binding protein like
LOC101270129	MROH9	-6.08	1.33	8.55	maestro heat like repeat family member 9
LOC101285338	SLC26A8	-3.24	2.38	19.01	solute carrier family 26 member 8
LOC101274090	LOC101274090	-2.46	3.64	42.59	protein tyrosine phosphatase type IVA 1-like
LOC101278335	SLC12A5	-4.27	2.69	24.74	solute carrier family 12 member 5
LOC101287042	LY6G6D	-4.84	1.32	8.59	lymphocyte antigen 6 family member G6D
SLC66A2	SLC66A2	1.63	5.35	124.99	solute carrier family 66 member 2
LOC101282396	CCDC180	-3.01	2.84	24.77	coiled-coil domain containing 180
LOC101279840	LGI1	-3.44	1.93	13.13	leucine rich glioma inactivated 1
LOC101282509	LOC101282509	-2.51	2.3	16.63	protein FAM204A
LOC101272078	PIPOX	-5	2.08	19.28	pipecolic acid and sarcosine oxidase
LOC117201724	LOC117201724	-3.08	1.9	13.78	uncharacterized LOC117201724
LOC101271609	DDIT4	1.57	5.5	134.97	DNA damage inducible transcript 4
LOC101285601	HEMGN	-2.23	3.57	30.41	hemogen
LOC101271606	MEST	-1.48	5.89	189.81	mesoderm specific transcript
LOC101288390	SUN1	1.31	7.02	356.83	Sad1 and UNC84 domain containing 1
LOC101282223	BHMT	-4.21	1.31	8.96	betaine--homocysteine S-methyltransferase
LOC101285712	SLC9A3R1	2.32	5.14	99.29	SLC9A3 regulator 1
LOC101287729	TMPRSS5	-2.78	2.25	12.57	transmembrane serine protease 5
LOC101279147	RNASE13	-4.13	1.33	9.42	ribonuclease A family member 13 (inactive)
LOC101276105	CACNG5	-4.65	1.53	12.62	calcium voltage-gated channel auxiliary subunit gamma 5
LOC101279592	PLEKHG4	-3.19	2.27	16.12	pleckstrin homology and RhoGEF domain containing G4
LOC101271954	IL2RB	-3.4	1.52	8.63	interleukin 2 receptor subunit beta
LOC101282647	FOXP2	-2.25	3.45	34.51	forkhead box P2
LOC101269357	S100A14	2.36	6.42	260.64	S100 calcium binding protein A14
PRXL2B	PRXL2B	2.64	4.97	91.31	peroxiredoxin like 2B
LOC101271097	TCF23	-4.7	0.47	4.29	transcription factor 23
PALS2	PALS2	-1.7	4.2	51.83	protein associated with LIN7 2, MAGUK p55 family member
LOC101286715	CEBPD	1.59	5.34	116.42	CCAAT enhancer binding protein delta
EZHIP	EZHIP	-3.93	3.67	56.28	EZH inhibitory protein
